Release_date=2017-03-01
Gene	Domaine	Start	End	Accession
PHB_CCDS11548.1	Band_7	29	205	PF01145.24
NGFR_CCDS11549.1	Death	345	417	PF00531.21
NGFR_CCDS11549.1	TNFR_c6	109	146	PF00020.17
NGFR_CCDS11549.1	TNFR_c6	149	188	PF00020.17
NXPH3_CCDS11550.1	Neurexophilin	61	252	PF06312.11
SPOP_CCDS11551.1	MATH	65	161	PF00917.25
SPOP_CCDS11551.1	BTB	193	296	PF00651.30
SLC35B1_CCDS11552.2	UAA	53	348	PF08449.10
FAM117A_CCDS11553.1	FAM117	86	398	PF15388.5
KAT7_CCDS11554.1	zf-C2HC	184	212	PF01530.17
KAT7_CCDS11554.1	MOZ_SAS	393	570	PF01853.17
DLX4_CCDS11555.1	Homeobox	118	174	PF00046.28
DLX3_CCDS11556.1	DLL_N	27	106	PF12413.7
DLX3_CCDS11556.1	Homeobox	130	186	PF00046.28
ITGA3_CCDS11557.1	Integrin_alpha2	462	916	PF08441.11
ITGA3_CCDS11557.1	FG-GAP	307	345	PF01839.22
ITGA3_CCDS11557.1	FG-GAP	372	402	PF01839.22
ITGA3_CCDS11558.1	Integrin_alpha2	462	916	PF08441.11
ITGA3_CCDS11558.1	FG-GAP	307	345	PF01839.22
ITGA3_CCDS11558.1	FG-GAP	372	402	PF01839.22
PDK2_CCDS11559.1	HATPase_c	242	361	PF02518.25
PDK2_CCDS11559.1	BCDHK_Adom3	30	192	PF10436.8
SAMD14_CCDS11560.1	SAM_2	351	414	PF07647.16
COL1A1_CCDS11561.1	COLFI	1228	1463	PF01410.17
COL1A1_CCDS11561.1	VWC	40	95	PF00093.17
COL1A1_CCDS11561.1	Collagen	109	158	PF01391.17
COL1A1_CCDS11561.1	Collagen	179	237	PF01391.17
COL1A1_CCDS11561.1	Collagen	236	295	PF01391.17
COL1A1_CCDS11561.1	Collagen	296	354	PF01391.17
COL1A1_CCDS11561.1	Collagen	356	414	PF01391.17
COL1A1_CCDS11561.1	Collagen	416	474	PF01391.17
COL1A1_CCDS11561.1	Collagen	779	837	PF01391.17
COL1A1_CCDS11561.1	Collagen	839	898	PF01391.17
COL1A1_CCDS11561.1	Collagen	1019	1077	PF01391.17
COL1A1_CCDS11561.1	Collagen	1079	1137	PF01391.17
COL1A1_CCDS11561.1	Collagen	1133	1191	PF01391.17
TMEM92_CCDS11562.1	WBP-1	33	141	PF11669.7
XYLT2_CCDS11563.1	Xylo_C	519	699	PF12529.7
XYLT2_CCDS11563.1	Branch	234	487	PF02485.20
MRPL27_CCDS11564.1	Ribosomal_L27	31	101	PF01016.18
EME1_CCDS11565.1	ERCC4	269	439	PF02732.14
LRRC59_CCDS11566.1	LRR_8	63	120	PF13855.5
ACSF2_CCDS11567.1	AMP-binding	79	515	PF00501.27
ACSF2_CCDS11567.1	AMP-binding_C	524	599	PF13193.5
CHAD_CCDS11568.1	LRRNT	22	48	PF01462.17
CHAD_CCDS11568.1	LRR_8	75	134	PF13855.5
CHAD_CCDS11568.1	LRR_8	148	207	PF13855.5
CHAD_CCDS11568.1	LRR_8	245	301	PF13855.5
CHAD_CCDS11568.1	LRR_1	222	242	PF00560.32
RSAD1_CCDS11569.1	HemN_C	349	413	PF06969.15
RSAD1_CCDS11569.1	Radical_SAM	44	202	PF04055.20
EPN3_CCDS11570.1	UIM	209	225	PF02809.19
EPN3_CCDS11570.1	UIM	236	252	PF02809.19
EPN3_CCDS11570.1	ENTH	17	140	PF01417.19
SPATA20_CCDS11571.1	GlcNAc_2-epim	296	411	PF07221.10
SPATA20_CCDS11571.1	Thioredox_DsbH	79	239	PF03190.14
ANKRD40_CCDS11572.1	Ank_4	14	64	PF13637.5
LUC7L3_CCDS11573.1	LUC7	4	245	PF03194.14
WFIKKN2_CCDS11575.1	WAP	43	90	PF00095.20
WFIKKN2_CCDS11575.1	I-set	213	304	PF07679.15
WFIKKN2_CCDS11575.1	NTR	457	559	PF01759.20
WFIKKN2_CCDS11575.1	Kunitz_BPTI	328	379	PF00014.22
WFIKKN2_CCDS11575.1	Kunitz_BPTI	385	436	PF00014.22
TOB1_CCDS11576.1	BTG	1	111	PF07742.11
SPAG9_CCDS11577.1	JIP_LZII	390	460	PF16471.4
SPAG9_CCDS11577.1	Jnk-SapK_ap_N	24	178	PF09744.8
NME1_CCDS11578.1	NDK	30	163	PF00334.18
NME1_CCDS11579.1	NDK	5	138	PF00334.18
NME2_CCDS11580.1	NDK	5	138	PF00334.18
MBTD1_CCDS11581.2	MBT	178	248	PF02820.17
MBTD1_CCDS11581.2	MBT	289	352	PF02820.17
MBTD1_CCDS11581.2	MBT	388	459	PF02820.17
MBTD1_CCDS11581.2	MBT	496	561	PF02820.17
TOM1L1_CCDS11582.1	VHS	12	150	PF00790.18
TOM1L1_CCDS11582.1	GAT	213	289	PF03127.13
COX11_CCDS11583.1	CtaG_Cox11	113	263	PF04442.13
STXBP4_CCDS11584.2	PDZ	27	97	PF00595.23
STXBP4_CCDS11584.2	WW	498	527	PF00397.25
HLF_CCDS11585.1	bZIP_2	224	277	PF07716.14
MMD_CCDS11586.1	HlyIII	29	220	PF03006.19
TMEM100_CCDS11587.1	TMEM100	1	133	PF16311.4
PCTP_CCDS11588.1	START	13	211	PF01852.18
NOG_CCDS11589.1	Noggin	13	232	PF05806.11
DGKE_CCDS11590.1	C1_1	60	109	PF00130.21
DGKE_CCDS11590.1	DAGK_acc	369	524	PF00609.18
DGKE_CCDS11590.1	DAGK_cat	220	327	PF00781.23
TRIM25_CCDS11591.1	SPRY	511	625	PF00622.27
TRIM25_CCDS11591.1	PRY	459	504	PF13765.5
TRIM25_CCDS11591.1	zf-RING_UBOX	13	51	PF13445.5
COIL_CCDS11592.1	Coilin_N	7	165	PF15862.4
SCPEP1_CCDS11593.1	Peptidase_S10	35	448	PF00450.21
AKAP1_CCDS11594.1	TUDOR	705	826	PF00567.23
AKAP1_CCDS11594.1	KH_1	611	671	PF00013.28
MSI2_CCDS11596.1	RRM_1	24	90	PF00076.21
MSI2_CCDS11596.1	RRM_1	112	178	PF00076.21
MSI2_CCDS11597.1	RRM_1	20	86	PF00076.21
MSI2_CCDS11597.1	RRM_1	108	174	PF00076.21
MRPS23_CCDS11598.1	MRP-S23	2	129	PF10484.8
CUEDC1_CCDS11599.1	CUE	47	88	PF02845.15
SRSF1_CCDS11600.1	RRM_1	18	85	PF00076.21
SRSF1_CCDS11600.1	RRM_1	123	184	PF00076.21
DYNLL2_CCDS11601.1	Dynein_light	5	88	PF01221.17
EPX_CCDS11602.1	An_peroxidase	145	689	PF03098.14
MKS1_CCDS11603.2	B9-C2	313	493	PF07162.10
MPO_CCDS11604.1	An_peroxidase	173	715	PF03098.14
BZRAP1_CCDS11605.1	SH3_2	1630	1691	PF07653.16
BZRAP1_CCDS11605.1	SH3_2	1769	1827	PF07653.16
BZRAP1_CCDS11605.1	SH3_9	675	716	PF14604.5
SUPT4H1_CCDS11606.1	Spt4	13	90	PF06093.12
RNF43_CCDS11607.1	zf-RING_2	271	312	PF13639.5
MTMR4_CCDS11608.1	FYVE	1110	1174	PF01363.20
MTMR4_CCDS11608.1	Myotub-related	128	518	PF06602.13
SEPT4_CCDS11609.1	Septin	122	398	PF00735.17
SEPT4_CCDS11610.1	Septin	141	417	PF00735.17
RAD51C_CCDS11611.1	Rad51	86	348	PF08423.10
PPM1E_CCDS11613.1	PP2C	232	481	PF00481.20
SMG8_CCDS11615.1	Smg8_Smg9	42	985	PF10220.8
GDPD1_CCDS11616.1	GDPD	45	173	PF03009.16
DHX40_CCDS11617.1	OB_NTP_bind	619	698	PF07717.15
DHX40_CCDS11617.1	HA2	463	545	PF04408.22
DHX40_CCDS11617.1	Helicase_C	264	400	PF00271.30
DHX40_CCDS11617.1	DEAD	60	216	PF00270.28
PTRH2_CCDS11618.1	PTH2	65	179	PF01981.15
VMP1_CCDS11619.1	SNARE_assoc	196	298	PF09335.10
TUBD1_CCDS11620.1	Tubulin	2	213	PF00091.24
RPS6KB1_CCDS11621.1	Pkinase	91	352	PF00069.24
RPS6KB1_CCDS11621.1	Pkinase_C	374	413	PF00433.23
RNFT1_CCDS11622.2	zf-C3HC4_3	372	418	PF13920.5
HEATR6_CCDS11623.1	DUF4042	418	599	PF13251.5
CA4_CCDS11624.1	Carb_anhydrase	22	283	PF00194.20
PPM1D_CCDS11625.1	PP2C	67	368	PF00481.20
BCAS3_CCDS11626.1	BCAS3	522	777	PF12490.7
TBX2_CCDS11627.2	T-box	107	287	PF00907.21
TBX2_CCDS11627.2	TBX	305	382	PF12598.7
TBX4_CCDS11629.1	T-box	69	250	PF00907.21
NACA2_CCDS11630.1	NAC	73	127	PF01849.17
BRIP1_CCDS11631.1	Helicase_C_2	680	866	PF13307.5
BRIP1_CCDS11631.1	DEAD_2	248	415	PF06733.14
EFCAB3_CCDS11632.1	EF-hand_8	64	114	PF13833.5
TLK2_CCDS11633.1	Pkinase	443	719	PF00069.24
MRC2_CCDS11634.1	Lectin_C	256	361	PF00059.20
MRC2_CCDS11634.1	Lectin_C	399	506	PF00059.20
MRC2_CCDS11634.1	Lectin_C	539	645	PF00059.20
MRC2_CCDS11634.1	Lectin_C	694	809	PF00059.20
MRC2_CCDS11634.1	Lectin_C	844	952	PF00059.20
MRC2_CCDS11634.1	Lectin_C	995	1109	PF00059.20
MRC2_CCDS11634.1	Lectin_C	1143	1243	PF00059.20
MRC2_CCDS11634.1	Lectin_C	1289	1394	PF00059.20
MRC2_CCDS11634.1	fn2	187	228	PF00040.18
MARCH10_CCDS11635.1	RINGv	659	714	PF12906.6
CYB561_CCDS11636.1	Cytochrom_B561	53	185	PF03188.15
ACE_CCDS11637.1	Peptidase_M2	41	623	PF01401.17
ACE_CCDS11637.1	Peptidase_M2	644	1221	PF01401.17
KCNH6_CCDS11638.1	Ion_trans	257	520	PF00520.30
KCNH6_CCDS11638.1	cNMP_binding	614	695	PF00027.28
KCNH6_CCDS11638.1	PAS_9	37	132	PF13426.6
KCNH6_CCDS11639.1	Ion_trans	257	422	PF00520.30
KCNH6_CCDS11639.1	cNMP_binding	561	642	PF00027.28
KCNH6_CCDS11639.1	PAS_9	37	132	PF13426.6
TACO1_CCDS11640.1	Transcrip_reg	61	296	PF01709.19
LIMD2_CCDS11641.1	LIM	40	95	PF00412.21
STRADA_CCDS11642.1	Pkinase	32	331	PF00069.24
CCDC47_CCDS11643.1	DUF1682	135	467	PF07946.13
FTSJ3_CCDS11644.1	Spb1_C	624	839	PF07780.11
FTSJ3_CCDS11644.1	FtsJ	24	200	PF01728.18
FTSJ3_CCDS11644.1	DUF3381	232	400	PF11861.7
PSMC5_CCDS11645.1	AAA	186	318	PF00004.28
CSH2_CCDS11646.1	Hormone_1	9	152	PF00103.19
GH2_CCDS11647.1	Hormone_1	9	215	PF00103.19
GH2_CCDS11648.1	Hormone_1	9	152	PF00103.19
CSH1_CCDS11649.1	Hormone_1	9	215	PF00103.19
CSHL1_CCDS11652.1	Hormone_1	9	220	PF00103.19
GH1_CCDS11653.1	Hormone_1	9	215	PF00103.19
GH1_CCDS11654.1	Hormone_1	9	58	PF00103.19
GH1_CCDS11654.1	Hormone_1	59	175	PF00103.19
CD79B_CCDS11655.1	V-set	49	142	PF07686.16
ICAM2_CCDS11657.1	ICAM_N	24	114	PF03921.13
DDX5_CCDS11659.1	P68HR	498	532	PF08061.10
DDX5_CCDS11659.1	P68HR	551	583	PF08061.10
DDX5_CCDS11659.1	Helicase_C	327	435	PF00271.30
DDX5_CCDS11659.1	DEAD	118	288	PF00270.28
GNA13_CCDS11661.1	G-alpha	28	366	PF00503.19
AXIN2_CCDS11662.1	DIX	763	841	PF00778.16
AXIN2_CCDS11662.1	Axin_b-cat_bind	432	456	PF08833.9
AXIN2_CCDS11662.1	AXIN1_TNKS_BD	10	73	PF16646.4
AXIN2_CCDS11662.1	RGS	81	199	PF00615.18
APOH_CCDS11663.1	Sushi_2	261	345	PF09014.9
APOH_CCDS11663.1	Sushi	23	72	PF00084.19
APOH_CCDS11663.1	Sushi	84	137	PF00084.19
APOH_CCDS11663.1	Sushi	142	200	PF00084.19
APOH_CCDS11663.1	Sushi	205	260	PF00084.19
PRKCA_CCDS11664.1	Pkinase	341	583	PF00069.24
PRKCA_CCDS11664.1	C1_1	37	87	PF00130.21
PRKCA_CCDS11664.1	C1_1	102	153	PF00130.21
PRKCA_CCDS11664.1	Pkinase_C	624	658	PF00433.23
PRKCA_CCDS11664.1	C2	172	277	PF00168.29
CACNG5_CCDS11665.1	PMP22_Claudin	11	195	PF00822.19
CACNG4_CCDS11667.1	PMP22_Claudin	7	202	PF00822.19
CACNG1_CCDS11668.1	Claudin_2	18	200	PF13903.5
PSMD12_CCDS11669.1	PCI	300	416	PF01399.26
PSMD12_CCDS11670.1	PCI	280	396	PF01399.26
NOL11_CCDS11671.1	NUC205	200	243	PF08168.10
BPTF_CCDS11672.1	WSD	456	523	PF15613.5
BPTF_CCDS11672.1	Bromodomain	2793	2875	PF00439.24
BPTF_CCDS11672.1	PHD	393	435	PF00628.28
BPTF_CCDS11672.1	PHD	2726	2774	PF00628.28
BPTF_CCDS11672.1	DDT	241	297	PF02791.16
BPTF_CCDS11672.1	WHIM1	356	381	PF15612.5
BPTF_CCDS11673.1	WSD	456	523	PF15613.5
BPTF_CCDS11673.1	Bromodomain	2810	2892	PF00439.24
BPTF_CCDS11673.1	PHD	393	435	PF00628.28
BPTF_CCDS11673.1	PHD	2743	2791	PF00628.28
BPTF_CCDS11673.1	DDT	241	297	PF02791.16
BPTF_CCDS11673.1	WHIM1	356	381	PF15612.5
AMZ2_CCDS11674.1	Peptidase_M54	233	297	PF07998.10
SLC16A6_CCDS11675.1	MFS_1	32	437	PF07690.15
ARSG_CCDS11676.1	Sulfatase_C	402	522	PF14707.5
ARSG_CCDS11676.1	Sulfatase	36	377	PF00884.22
PRKAR1A_CCDS11678.1	cNMP_binding	156	236	PF00027.28
PRKAR1A_CCDS11678.1	cNMP_binding	274	359	PF00027.28
PRKAR1A_CCDS11678.1	RIIa	25	62	PF02197.16
FAM20A_CCDS11679.1	Fam20C	305	522	PF06702.11
ABCA8_CCDS11680.1	ABC2_membrane_3	38	418	PF12698.6
ABCA8_CCDS11680.1	ABC2_membrane_3	901	1140	PF12698.6
ABCA8_CCDS11680.1	ABC_tran	499	619	PF00005.26
ABCA8_CCDS11680.1	ABC_tran	1267	1405	PF00005.26
ABCA9_CCDS11681.1	ABC2_membrane_3	32	419	PF12698.6
ABCA9_CCDS11681.1	ABC2_membrane_3	954	1219	PF12698.6
ABCA9_CCDS11681.1	ABC_tran	500	646	PF00005.26
ABCA9_CCDS11681.1	ABC_tran	1310	1448	PF00005.26
ABCA6_CCDS11683.1	ABC2_membrane_3	33	416	PF12698.6
ABCA6_CCDS11683.1	ABC2_membrane_3	867	1167	PF12698.6
ABCA6_CCDS11683.1	ABC_tran	497	642	PF00005.26
ABCA6_CCDS11683.1	ABC_tran	1304	1440	PF00005.26
ABCA10_CCDS11684.1	ABC2_membrane_3	90	329	PF12698.6
ABCA10_CCDS11684.1	ABC2_membrane_3	936	1130	PF12698.6
ABCA10_CCDS11684.1	ABC_tran	410	556	PF00005.26
ABCA10_CCDS11684.1	ABC_tran	1223	1367	PF00005.26
ABCA5_CCDS11685.1	ABC2_membrane_3	32	416	PF12698.6
ABCA5_CCDS11685.1	ABC2_membrane_3	866	1224	PF12698.6
ABCA5_CCDS11685.1	ABC_tran	497	643	PF00005.26
ABCA5_CCDS11685.1	ABC_tran	1318	1460	PF00005.26
MAP2K6_CCDS11686.1	Pkinase	56	314	PF00069.24
KCNJ16_CCDS11687.1	IRK	38	352	PF01007.19
KCNJ2_CCDS11688.1	IRK	48	370	PF01007.19
KCNJ2_CCDS11688.1	IRK_N	1	47	PF08466.9
SOX9_CCDS11689.1	Sox_N	23	94	PF12444.7
SOX9_CCDS11689.1	HMG_box	105	173	PF00505.18
SLC39A11_CCDS11690.1	Zip	34	330	PF02535.21
SSTR2_CCDS11691.1	7tm_1	60	312	PF00001.20
COG1_CCDS11692.1	Vps51	17	88	PF08700.10
FAM104A_CCDS11693.2	FAM104	74	186	PF15434.5
CDC42EP4_CCDS11695.1	PBD	26	84	PF00786.27
CDC42EP4_CCDS11695.1	BORG_CEP	112	227	PF14957.5
RPL38_CCDS11696.1	Ribosomal_L38e	2	69	PF01781.17
GPR142_CCDS11698.1	7tm_1	180	410	PF00001.20
GPRC5C_CCDS11699.1	7tm_3	113	345	PF00003.21
CD300C_CCDS11701.1	V-set	28	114	PF07686.16
CD300E_CCDS11702.1	V-set	20	106	PF07686.16
RAB37_CCDS11703.1	Ras	24	184	PF00071.21
CD300LF_CCDS11704.1	SIT	157	259	PF15330.5
CD300LF_CCDS11704.1	V-set	24	125	PF07686.16
SLC9A3R1_CCDS11705.1	EBP50_C	235	358	PF09007.10
SLC9A3R1_CCDS11705.1	PDZ	18	90	PF00595.23
SLC9A3R1_CCDS11705.1	PDZ	156	230	PF00595.23
NAT9_CCDS11706.1	Acetyltransf_3	14	162	PF13302.6
FDXR_CCDS11707.1	Pyr_redox_2	40	195	PF07992.13
OTOP2_CCDS11708.1	Otopetrin	102	267	PF03189.12
OTOP2_CCDS11708.1	Otopetrin	293	428	PF03189.12
OTOP2_CCDS11708.1	Otopetrin	483	548	PF03189.12
OTOP3_CCDS11709.1	Otopetrin	163	254	PF03189.12
OTOP3_CCDS11709.1	Otopetrin	285	475	PF03189.12
OTOP3_CCDS11709.1	Otopetrin	517	582	PF03189.12
ICT1_CCDS11711.1	RF-1	70	201	PF00472.19
ATP5H_CCDS11712.1	Mt_ATP-synt_D	3	155	PF05873.11
SLC16A5_CCDS11713.1	MFS_1	32	297	PF07690.15
ARMC7_CCDS11714.1	Arm	89	122	PF00514.22
NT5C_CCDS11715.1	NT5C	3	191	PF06941.11
GGA3_CCDS11716.1	VHS	5	69	PF00790.18
GGA3_CCDS11716.1	GAT	189	266	PF03127.13
GGA3_CCDS11716.1	Alpha_adaptinC2	565	682	PF02883.19
GGA3_CCDS11717.1	VHS	5	142	PF00790.18
GGA3_CCDS11717.1	GAT	222	299	PF03127.13
GGA3_CCDS11717.1	Alpha_adaptinC2	598	715	PF02883.19
MRPS7_CCDS11718.1	Ribosomal_S7	82	234	PF00177.20
MIF4GD_CCDS11719.1	MIF4G	69	236	PF02854.18
SLC25A19_CCDS11720.1	Mito_carr	16	108	PF00153.26
SLC25A19_CCDS11720.1	Mito_carr	117	204	PF00153.26
SLC25A19_CCDS11720.1	Mito_carr	215	311	PF00153.26
GRB2_CCDS11721.1	SH3_1	4	50	PF00018.27
GRB2_CCDS11721.1	SH3_1	162	206	PF00018.27
GRB2_CCDS11721.1	SH2	60	135	PF00017.23
GRB2_CCDS11722.1	SH3_1	4	50	PF00018.27
GRB2_CCDS11722.1	SH3_1	121	165	PF00018.27
CASKIN2_CCDS11723.1	Caskin-Pro-rich	794	881	PF16907.4
CASKIN2_CCDS11723.1	SAM_1	491	549	PF00536.29
CASKIN2_CCDS11723.1	SAM_1	561	619	PF00536.29
CASKIN2_CCDS11723.1	Ank_2	7	109	PF12796.6
CASKIN2_CCDS11723.1	Ank_2	171	251	PF12796.6
CASKIN2_CCDS11723.1	Caskin-tail	1145	1202	PF16632.4
CASKIN2_CCDS11723.1	SH3_2	286	344	PF07653.16
CASKIN2_CCDS11723.1	Ank_4	118	168	PF13637.5
TSEN54_CCDS11724.1	tRNA_int_end_N2	64	129	PF12928.6
LLGL2_CCDS11725.1	LLGL	272	372	PF08366.12
LLGL2_CCDS11725.1	WD40	433	451	PF00400.31
SAP30BP_CCDS11726.1	HCNGP	119	212	PF07818.12
ITGB4_CCDS11727.1	Calx-beta	980	1084	PF03160.13
ITGB4_CCDS11727.1	PSI_integrin	28	73	PF17205.2
ITGB4_CCDS11727.1	Integrin_beta	127	369	PF00362.17
ITGB4_CCDS11727.1	fn3	1129	1208	PF00041.20
ITGB4_CCDS11727.1	fn3	1221	1309	PF00041.20
ITGB4_CCDS11727.1	fn3	1530	1611	PF00041.20
ITGB4_CCDS11727.1	fn3	1642	1727	PF00041.20
ITGB4_CCDS11727.1	EGF_2	545	573	PF07974.12
ITGB4_CCDS11727.1	Integrin_B_tail	626	708	PF07965.11
GALK1_CCDS11728.1	GHMP_kinases_C	292	372	PF08544.12
GALK1_CCDS11728.1	GHMP_kinases_N	128	193	PF00288.25
GALK1_CCDS11728.1	GalKase_gal_bdg	19	67	PF10509.8
H3F3B_CCDS11729.1	Histone	1	132	PF00125.23
UNC13D_CCDS11730.1	Membr_traf_MHD	834	894	PF10540.8
UNC13D_CCDS11730.1	C2	113	263	PF00168.29
UNC13D_CCDS11730.1	C2	926	1027	PF00168.29
WBP2_CCDS11731.1	GRAM	38	130	PF02893.19
TRIM65_CCDS11732.1	zf-B_box	92	121	PF00643.23
TRIM65_CCDS11732.1	zf-C3HC4	12	50	PF00097.24
TRIM65_CCDS11732.1	SPRY	384	498	PF00622.27
MRPL38_CCDS11733.2	PBP	200	279	PF01161.19
ACOX1_CCDS11734.1	ACOX	480	652	PF01756.18
ACOX1_CCDS11734.1	Acyl-CoA_dh_M	136	244	PF02770.18
ACOX1_CCDS11734.1	Acyl-CoA_ox_N	15	133	PF14749.5
ACOX1_CCDS11735.1	ACOX	480	652	PF01756.18
ACOX1_CCDS11735.1	Acyl-CoA_dh_M	136	244	PF02770.18
ACOX1_CCDS11735.1	Acyl-CoA_ox_N	15	133	PF14749.5
CDK3_CCDS11736.1	Pkinase	4	286	PF00069.24
EVPL_CCDS11737.1	Plectin	1687	1717	PF00681.19
EVPL_CCDS11737.1	Plectin	1857	1897	PF00681.19
EVPL_CCDS11737.1	Plectin	1895	1929	PF00681.19
EVPL_CCDS11737.1	Plectin	1935	1973	PF00681.19
SRP68_CCDS11738.1	SRP68	75	598	PF16969.4
GALR2_CCDS11739.1	7tm_1	42	292	PF00001.20
ZACN_CCDS11740.2	Neur_chan_LBD	52	196	PF02931.22
EXOC7_CCDS11741.1	Exo70	284	646	PF03081.14
UBALD2_CCDS11742.1	UBA_4	13	49	PF14555.5
PRPSAP1_CCDS11743.2	Pribosyl_synth	196	379	PF14572.5
PRPSAP1_CCDS11743.2	Pribosyltran_N	44	155	PF13793.5
SPHK1_CCDS11744.1	DAGK_cat	102	214	PF00781.23
AANAT_CCDS11745.1	Acetyltransf_1	48	173	PF00583.24
CYGB_CCDS11746.1	Globin	23	131	PF00042.21
ST6GALNAC2_CCDS11747.1	Glyco_transf_29	113	373	PF00777.17
ST6GALNAC1_CCDS11748.1	Glyco_transf_29	303	589	PF00777.17
SRSF2_CCDS11749.1	RRM_1	17	86	PF00076.21
MFSD11_CCDS11750.1	UNC-93	14	165	PF05978.15
MGAT5B_CCDS11751.1	Glyco_transf_18	184	775	PF15024.5
SEC14L1_CCDS11752.1	PRELI	17	173	PF04707.13
SEC14L1_CCDS11752.1	CRAL_TRIO_N	274	296	PF03765.14
SEC14L1_CCDS11752.1	CRAL_TRIO	323	490	PF00650.19
SYNGR2_CCDS11753.1	MARVEL	20	163	PF01284.22
TK1_CCDS11754.1	TK	19	189	PF00265.17
BIRC5_CCDS11755.1	BIR	18	87	PF00653.20
SOCS3_CCDS11756.1	SOCS_box	186	219	PF07525.15
SOCS3_CCDS11756.1	SH2	46	127	PF00017.23
TIMP2_CCDS11758.1	TIMP	25	203	PF00965.16
LGALS3BP_CCDS11759.1	BACK	261	358	PF07707.14
LGALS3BP_CCDS11759.1	SRCR	28	123	PF00530.17
CANT1_CCDS11760.1	Apyrase	113	401	PF06079.10
C1QTNF1_CCDS11761.1	C1q	147	275	PF00386.20
C1QTNF1_CCDS11761.1	Collagen	99	140	PF01391.17
C1QTNF1_CCDS11762.1	C1q	65	193	PF00386.20
C1QTNF1_CCDS11762.1	Collagen	17	58	PF01391.17
ENPP7_CCDS11763.1	Phosphodiest	33	356	PF01663.21
CBX2_CCDS11764.1	Chromo	14	61	PF00385.23
CBX8_CCDS11765.1	CBX7_C	349	381	PF17218.2
CBX8_CCDS11765.1	Chromo	13	60	PF00385.23
TBC1D16_CCDS11766.1	RabGAP-TBC	430	652	PF00566.17
EIF4A3_CCDS11767.1	Helicase_C	264	372	PF00271.30
EIF4A3_CCDS11767.1	DEAD	63	225	PF00270.28
CARD14_CCDS11768.1	CARD	20	105	PF00619.20
CARD14_CCDS11768.1	Guanylate_kin	858	951	PF00625.20
SGSH_CCDS11770.1	DUF4976	418	475	PF16347.4
SGSH_CCDS11770.1	Sulfatase	23	327	PF00884.22
SLC26A11_CCDS11771.2	STAS	472	575	PF01740.20
SLC26A11_CCDS11771.2	Sulfate_transp	48	441	PF00916.19
RPTOR_CCDS11773.1	Raptor_N	55	206	PF14538.5
RPTOR_CCDS11773.1	WD40	1159	1194	PF00400.31
RPTOR_CCDS11773.1	HEAT	604	627	PF02985.21
CHMP6_CCDS11774.1	Snf7	19	177	PF03357.20
BAIAP2_CCDS11775.1	IMD	17	237	PF08397.10
BAIAP2_CCDS11775.1	SH3_9	381	432	PF14604.5
BAIAP2_CCDS11776.1	IMD	17	237	PF08397.10
BAIAP2_CCDS11776.1	SH3_9	381	432	PF14604.5
BAIAP2_CCDS11777.1	IMD	17	237	PF08397.10
BAIAP2_CCDS11777.1	SH3_9	381	432	PF14604.5
ENTHD2_CCDS11779.1	ENTH	24	131	PF01417.19
SLC38A10_CCDS11780.1	Aa_trans	6	382	PF01490.17
ACTG1_CCDS11782.1	Actin	3	375	PF00022.18
PDE6G_CCDS11783.1	PDE6_gamma	8	87	PF04868.11
HGS_CCDS11784.1	Hrs_helical	407	501	PF12210.7
HGS_CCDS11784.1	FYVE	162	220	PF01363.20
HGS_CCDS11784.1	VHS	7	139	PF00790.18
MRPL12_CCDS11785.1	Ribosomal_L12_N	63	113	PF16320.4
MRPL12_CCDS11785.1	Ribosomal_L12	130	197	PF00542.18
SLC25A10_CCDS11786.1	Mito_carr	9	91	PF00153.26
SLC25A10_CCDS11786.1	Mito_carr	97	189	PF00153.26
SLC25A10_CCDS11786.1	Mito_carr	198	281	PF00153.26
P4HB_CCDS11787.1	Thioredoxin	26	131	PF00085.19
P4HB_CCDS11787.1	Thioredoxin	369	471	PF00085.19
P4HB_CCDS11787.1	Thioredoxin_6	161	344	PF13848.5
ARHGDIA_CCDS11788.1	Rho_GDI	13	201	PF02115.16
ANAPC11_CCDS11789.1	zf-ANAPC11	1	84	PF12861.6
NPB_CCDS11790.1	NPBW	7	123	PF15180.5
PCYT2_CCDS11791.1	CTP_transf_like	27	150	PF01467.25
PCYT2_CCDS11791.1	CTP_transf_like	218	309	PF01467.25
SIRT7_CCDS11792.1	SIR2	141	274	PF02146.16
MAFG_CCDS11793.1	bZIP_Maf	24	115	PF03131.16
PYCR1_CCDS11794.1	F420_oxidored	3	98	PF03807.16
PYCR1_CCDS11794.1	P5CR_dimer	164	268	PF14748.5
PYCR1_CCDS11795.1	F420_oxidored	3	98	PF03807.16
PYCR1_CCDS11795.1	P5CR_dimer	164	268	PF14748.5
ASPSCR1_CCDS11796.1	UBX	387	459	PF00789.19
ASPSCR1_CCDS11796.1	TUG-UBL1	16	78	PF11470.7
LRRC45_CCDS11797.1	LRR_6	85	106	PF13516.5
LRRC45_CCDS11797.1	LRR_6	146	165	PF13516.5
LRRC45_CCDS11797.1	LRR_6	171	193	PF13516.5
RAC3_CCDS11798.1	Ras	5	177	PF00071.21
DCXR_CCDS11799.1	adh_short_C2	14	241	PF13561.5
GPS1_CCDS11800.1	PCI	360	462	PF01399.26
GPS1_CCDS11800.1	RPN7	163	344	PF10602.8
FASN_CCDS11801.1	KAsynt_C_assoc	362	472	PF16197.4
